antenna,channel,eventNum,format,idHex,peakRssi,phase,reads,timestamp,type,timestampConverted
1,865.7,1717,epc,ad721205448765b45f00002b,-65,-86.94296264648438,1,2026-03-31T10:01:00.957000+00:00,CUSTOM,1774951260957
1,865.7,1718,epc,e28069950000400f97d86252,-59,31.77892303466797,1,2026-03-31T10:01:00.967000+00:00,CUSTOM,1774951260967
1,865.7,1719,epc,e28069950000500f97d54651,-61,-136.99270629882812,1,2026-03-31T10:01:00.977000+00:00,CUSTOM,1774951260977
1,865.7,1720,epc,e28011b0a5050077ab398299,-43,-49.18729019165039,1,2026-03-31T10:01:00.977000+00:00,CUSTOM,1774951260977
1,865.7,1721,epc,e28011b0a5050077ab398289,-43,40.167240142822266,1,2026-03-31T10:01:00.987000+00:00,CUSTOM,1774951260987
1,865.7,1722,epc,e28069950000400f97d2ba51,-61,-54.88936996459961,1,2026-03-31T10:01:00.988000+00:00,CUSTOM,1774951260988
1,865.7,1723,epc,e28069950000400f97d86251,-59,-126.46748352050781,1,2026-03-31T10:01:00.988000+00:00,CUSTOM,1774951260988
1,865.7,1724,epc,e28011c1a50000703f052e88,-63,-71.1331558227539,1,2026-03-31T10:01:00.997000+00:00,CUSTOM,1774951260997
1,865.7,1725,epc,e28069950000400f97d81e55,-61,116.7058334350586,1,2026-03-31T10:01:00.998000+00:00,CUSTOM,1774951260998
1,865.7,1726,epc,e28069950000400f97d6ba55,-59,-132.66944885253906,1,2026-03-31T10:01:01.008000+00:00,CUSTOM,1774951261008
1,865.7,1727,epc,e28011b0a5050077ab39a8a9,-37,51.31870651245117,1,2026-03-31T10:01:01.008000+00:00,CUSTOM,1774951261008
1,865.7,1728,epc,e28069950000500f97d76651,-57,-49.75310516357422,1,2026-03-31T10:01:01.018000+00:00,CUSTOM,1774951261018
1,865.7,1729,epc,e28069950000500f97d3e250,-66,-84.43251037597656,1,2026-03-31T10:01:01.038000+00:00,CUSTOM,1774951261038
1,865.7,1730,epc,e28011b0a5050077ab398239,-44,8.119144439697266,1,2026-03-31T10:01:01.049000+00:00,CUSTOM,1774951261049
1,865.7,1731,epc,e28069950000500f97d6ae52,-57,164.59669494628906,1,2026-03-31T10:01:01.059000+00:00,CUSTOM,1774951261059
1,865.7,1732,epc,303800000111b10000000010,-58,-47.48985290527344,1,2026-03-31T10:01:01.079000+00:00,CUSTOM,1774951261079
1,865.7,1733,epc,e28069950000500f97d6fa55,-58,-138.2946319580078,1,2026-03-31T10:01:01.079000+00:00,CUSTOM,1774951261079
2,865.7,1734,epc,e28011c1a5000062f794a5dc,-69,-90.63448333740234,1,2026-03-31T10:01:01.099000+00:00,CUSTOM,1774951261099
2,865.7,1735,epc,e28011b0a5050077ab372df7,-69,-106.59809875488281,1,2026-03-31T10:01:01.099000+00:00,CUSTOM,1774951261099
2,865.7,1736,epc,e2806890000000001829a9f8,-65,-152.2476806640625,1,2026-03-31T10:01:01.109000+00:00,CUSTOM,1774951261109
2,865.7,1737,epc,e28011b0a5050077ab3a2d16,-64,-53.57097244262695,1,2026-03-31T10:01:01.119000+00:00,CUSTOM,1774951261119
2,865.7,1738,epc,e28011b0a5050077ab3a2d36,-66,-118.02972412109375,1,2026-03-31T10:01:01.120000+00:00,CUSTOM,1774951261120
2,865.7,1739,epc,e28011b0a5050077ab3821cc,-68,156.071044921875,1,2026-03-31T10:01:01.150000+00:00,CUSTOM,1774951261150
2,865.7,1740,epc,e28011b0a5050077ab38210c,-72,29.55412483215332,1,2026-03-31T10:01:01.170000+00:00,CUSTOM,1774951261170
2,865.7,1741,epc,e28011c1a5000062f794a5ec,-67,107.51548767089844,1,2026-03-31T10:01:01.180000+00:00,CUSTOM,1774951261180
2,865.7,1742,epc,e28011b0a5050077ab372d47,-68,-119.69969940185547,1,2026-03-31T10:01:01.181000+00:00,CUSTOM,1774951261181
2,865.7,1743,epc,e2801191a5030069565f3190,-64,46.709800720214844,1,2026-03-31T10:01:01.191000+00:00,CUSTOM,1774951261191
2,865.7,1744,epc,e28011b0a5050077ab36c707,-66,7.4214911460876465,1,2026-03-31T10:01:01.211000+00:00,CUSTOM,1774951261211
2,865.7,1745,epc,e2801191a5030069565f2c00,-69,18.825647354125977,1,2026-03-31T10:01:01.221000+00:00,CUSTOM,1774951261221
3,865.7,1746,epc,e28069950000500f97d42252,-60,-122.29254913330078,1,2026-03-31T10:01:01.242000+00:00,CUSTOM,1774951261242
3,865.7,1747,epc,e28011b0a5050077ab3982e9,-55,60.19593048095703,1,2026-03-31T10:01:01.293000+00:00,CUSTOM,1774951261293
3,865.7,1748,epc,303800000aaa800000000001,-54,147.12240600585938,1,2026-03-31T10:01:01.314000+00:00,CUSTOM,1774951261314
3,865.7,1749,epc,e28011b0a5050077ab39ce69,-53,121.35868072509766,1,2026-03-31T10:01:01.324000+00:00,CUSTOM,1774951261324
3,865.7,1750,epc,e28011b0a5050077ab39cec9,-44,158.7517852783203,1,2026-03-31T10:01:01.324000+00:00,CUSTOM,1774951261324
3,865.7,1751,epc,303800000222a00000000027,-49,-109.04263305664062,1,2026-03-31T10:01:01.344000+00:00,CUSTOM,1774951261344
3,865.7,1752,epc,303800000222a0000000001c,-54,48.58302688598633,1,2026-03-31T10:01:01.355000+00:00,CUSTOM,1774951261355
3,865.7,1753,epc,e28011b0a5050077ab39a859,-46,33.190711975097656,1,2026-03-31T10:01:01.365000+00:00,CUSTOM,1774951261365
3,865.7,1754,epc,e28011b0a5050077ab3982f9,-36,113.66802215576172,1,2026-03-31T10:01:01.375000+00:00,CUSTOM,1774951261375
4,865.7,1755,epc,e28011b0a5050077ab3821cc,-60,-163.970458984375,1,2026-03-31T10:01:01.446000+00:00,CUSTOM,1774951261446
4,865.7,1756,epc,e28011b0a5050077ab3a2d11,-66,-25.59343147277832,1,2026-03-31T10:01:01.529000+00:00,CUSTOM,1774951261529
1,865.7,1757,epc,e28069950000500f97d3ee53,-62,129.09329223632812,1,2026-03-31T10:01:01.559000+00:00,CUSTOM,1774951261559
1,865.7,1758,epc,e28011b0a5050077ab397ac9,-47,124.31958770751953,1,2026-03-31T10:01:01.569000+00:00,CUSTOM,1774951261569
1,865.7,1759,epc,e28069950000500f97d6fa55,-58,-138.5473175048828,1,2026-03-31T10:01:01.579000+00:00,CUSTOM,1774951261579
1,865.7,1760,epc,e28069950000500f97d4de51,-59,45.07278823852539,1,2026-03-31T10:01:01.580000+00:00,CUSTOM,1774951261580
2,865.7,1761,epc,e28069950000500f97d83a52,-66,-164.40443420410156,1,2026-03-31T10:01:01.620000+00:00,CUSTOM,1774951261620
3,865.7,1762,epc,303800000666a0000000001a,-56,-95.85863494873047,1,2026-03-31T10:01:01.681000+00:00,CUSTOM,1774951261681
3,865.7,1763,epc,e28011b0a5050077ab39ce69,-54,120.28199005126953,1,2026-03-31T10:01:01.682000+00:00,CUSTOM,1774951261682
4,865.7,1764,epc,e28069950000400f97d6b251,-60,175.52293395996094,1,2026-03-31T10:01:01.702000+00:00,CUSTOM,1774951261702
4,865.7,1765,epc,ad721205147bd9ba6200001e,-65,-1.807306170463562,1,2026-03-31T10:01:01.743000+00:00,CUSTOM,1774951261743
1,865.7,1766,epc,e28011b0a5050077ab397ab9,-44,-80.14221954345703,1,2026-03-31T10:01:01.764000+00:00,CUSTOM,1774951261764
1,865.7,1767,epc,e28069950000500f97d58e55,-64,69.85320281982422,1,2026-03-31T10:01:01.774000+00:00,CUSTOM,1774951261774
