antenna,channel,eventNum,format,idHex,peakRssi,phase,reads,timestamp,type,timestampConverted
1,866.9,2077,epc,e28069950000500f97d83244,-60,-25.164953231811523,1,2026-03-31T10:03:00.689000+00:00,CUSTOM,1774951380689
1,866.9,2078,epc,e28011b0a5050077ab398299,-43,-20.061647415161133,1,2026-03-31T10:03:00.690000+00:00,CUSTOM,1774951380690
1,866.9,2079,epc,e28011b0a5050077ab39a859,-51,141.82684326171875,1,2026-03-31T10:03:00.710000+00:00,CUSTOM,1774951380710
2,866.9,2080,epc,e28011b0a5050077ab398229,-72,-94.35346221923828,1,2026-03-31T10:03:00.731000+00:00,CUSTOM,1774951380731
2,866.9,2081,epc,e28011b0a5050077ab3a2d36,-66,-77.57133483886719,1,2026-03-31T10:03:00.741000+00:00,CUSTOM,1774951380741
2,866.9,2082,epc,e28069950000500f97d6ae52,-67,-91.930908203125,1,2026-03-31T10:03:00.741000+00:00,CUSTOM,1774951380741
2,866.9,2083,epc,e28011b0a5050077ab3a9356,-71,165.76678466796875,1,2026-03-31T10:03:00.741000+00:00,CUSTOM,1774951380741
2,866.9,2084,epc,e28069950000500f97d71a50,-72,123.58897399902344,1,2026-03-31T10:03:00.762000+00:00,CUSTOM,1774951380762
2,866.9,2085,epc,e28011b0a5050077ab36c704,-71,-156.1094970703125,1,2026-03-31T10:03:00.762000+00:00,CUSTOM,1774951380762
3,866.9,2086,epc,e28069950000500f97d6ae52,-61,166.4369659423828,1,2026-03-31T10:03:00.783000+00:00,CUSTOM,1774951380783
3,866.9,2087,epc,e28011b0a5050077ab398229,-27,-62.67891311645508,1,2026-03-31T10:03:00.803000+00:00,CUSTOM,1774951380803
3,866.9,2088,epc,e28069950000500f97d3ae52,-54,160.77334594726562,1,2026-03-31T10:03:00.803000+00:00,CUSTOM,1774951380803
4,866.9,2089,epc,e28011b0a5050077ab398299,-57,22.643512725830078,1,2026-03-31T10:03:00.844000+00:00,CUSTOM,1774951380844
1,866.9,2090,epc,e28011c1a50000703efc2e88,-63,68.44691467285156,1,2026-03-31T10:03:00.875000+00:00,CUSTOM,1774951380875
1,866.9,2091,epc,e28069950000400f97d1fa44,-63,-66.44734191894531,1,2026-03-31T10:03:00.895000+00:00,CUSTOM,1774951380895
1,866.9,2092,epc,e28069950000500f97d54651,-63,-110.70162200927734,1,2026-03-31T10:03:00.916000+00:00,CUSTOM,1774951380916
1,866.9,2093,epc,e28069950000400f97d52a55,-64,85.69048309326172,1,2026-03-31T10:03:00.926000+00:00,CUSTOM,1774951380926
1,866.9,2094,epc,e28069950000500f97d3f252,-68,145.05691528320312,1,2026-03-31T10:03:00.936000+00:00,CUSTOM,1774951380936
1,866.9,2095,epc,e28069950000500f97d26e50,-67,101.89581298828125,1,2026-03-31T10:03:00.946000+00:00,CUSTOM,1774951380946
1,866.9,2096,epc,e28069950000500f97d83a51,-64,106.36737823486328,1,2026-03-31T10:03:00.956000+00:00,CUSTOM,1774951380956
1,866.9,2097,epc,e28011b0a5050077ab397ab9,-43,-47.70409393310547,1,2026-03-31T10:03:00.966000+00:00,CUSTOM,1774951380966
1,866.9,2098,epc,e28069950000400f97d2f644,-60,139.21200561523438,1,2026-03-31T10:03:00.967000+00:00,CUSTOM,1774951380967
1,866.9,2099,epc,e28069950000500f97d5fa50,-65,-129.00540161132812,1,2026-03-31T10:03:00.977000+00:00,CUSTOM,1774951380977
1,866.9,2100,epc,e28011c1a50000703efc321b,-65,-163.53648376464844,1,2026-03-31T10:03:00.987000+00:00,CUSTOM,1774951380987
1,866.9,2101,epc,e28069950000500f97d80e53,-66,111.2454605102539,1,2026-03-31T10:03:00.997000+00:00,CUSTOM,1774951380997
1,866.9,2102,epc,e28069950000500f97d74a44,-60,-96.8529281616211,1,2026-03-31T10:03:00.997000+00:00,CUSTOM,1774951380997
1,866.9,2103,epc,e28011b0a5050077ab398299,-43,-19.023406982421875,1,2026-03-31T10:03:01.007000+00:00,CUSTOM,1774951381007
1,866.9,2104,epc,e28069950000400f97d6ea44,-64,-46.072574615478516,1,2026-03-31T10:03:01.017000+00:00,CUSTOM,1774951381017
2,866.9,2105,epc,e28011c1a50000703f052ed8,-71,-140.1568603515625,1,2026-03-31T10:03:01.038000+00:00,CUSTOM,1774951381038
2,866.9,2106,epc,ad72120643beddb0847e0091,-71,-152.28614807128906,1,2026-03-31T10:03:01.038000+00:00,CUSTOM,1774951381038
2,866.9,2107,epc,3030ccaaaccc454348535210,-67,-110.34455108642578,1,2026-03-31T10:03:01.059000+00:00,CUSTOM,1774951381059
2,866.9,2108,epc,e28069950000400f97d83e52,-72,26.115299224853516,1,2026-03-31T10:03:01.069000+00:00,CUSTOM,1774951381069
2,866.9,2109,epc,e28011c1a5000062f794a55c,-70,136.34999084472656,1,2026-03-31T10:03:01.079000+00:00,CUSTOM,1774951381079
2,866.9,2110,epc,e28011c1a5000062f793d1ec,-72,-52.63710403442383,1,2026-03-31T10:03:01.079000+00:00,CUSTOM,1774951381079
2,866.9,2111,epc,e28011c1a5000062f794a5ec,-66,133.4055633544922,1,2026-03-31T10:03:01.089000+00:00,CUSTOM,1774951381089
2,866.9,2112,epc,e28011c1a5000062f794a53c,-66,140.2392578125,1,2026-03-31T10:03:01.099000+00:00,CUSTOM,1774951381099
2,866.9,2113,epc,e28011b0a5050077ab3b1c67,-73,-125.88519287109375,1,2026-03-31T10:03:01.100000+00:00,CUSTOM,1774951381100
2,866.9,2114,epc,e28069950000400f97d7b652,-73,-135.7567138671875,1,2026-03-31T10:03:01.100000+00:00,CUSTOM,1774951381100
2,866.9,2115,epc,e28011b0a5050077ab3a2d36,-66,-61.47587585449219,1,2026-03-31T10:03:01.109000+00:00,CUSTOM,1774951381109
2,866.9,2116,epc,303800000666e10000000055,-57,118.22199249267578,1,2026-03-31T10:03:01.120000+00:00,CUSTOM,1774951381120
2,866.9,2117,epc,303800000666a0000000001a,-64,-58.48200988769531,1,2026-03-31T10:03:01.120000+00:00,CUSTOM,1774951381120
2,866.9,2118,epc,e2801191a5030069565f76e0,-71,47.33604049682617,1,2026-03-31T10:03:01.140000+00:00,CUSTOM,1774951381140
2,866.9,2119,epc,e2806890000000001829a9f8,-66,-115.80492401123047,1,2026-03-31T10:03:01.141000+00:00,CUSTOM,1774951381141
2,866.9,2120,epc,e2801191a5030069565f3110,-68,118.05718994140625,1,2026-03-31T10:03:01.160000+00:00,CUSTOM,1774951381160
2,866.9,2121,epc,e28011c1a5000062f7954d4c,-70,139.12960815429688,1,2026-03-31T10:03:01.161000+00:00,CUSTOM,1774951381161
2,866.9,2122,epc,e2801191a5030069565f3190,-65,47.56126403808594,1,2026-03-31T10:03:01.171000+00:00,CUSTOM,1774951381171
3,866.9,2123,epc,e28011b0a5050077ab39ced9,-58,143.67808532714844,1,2026-03-31T10:03:01.191000+00:00,CUSTOM,1774951381191
3,866.9,2124,epc,303800000222a00000000027,-49,-76.39027404785156,1,2026-03-31T10:03:01.191000+00:00,CUSTOM,1774951381191
3,866.9,2125,epc,e28011b0a5050077ab3b0849,-54,-48.89614486694336,1,2026-03-31T10:03:01.201000+00:00,CUSTOM,1774951381201
3,866.9,2126,epc,e28011b0a5050077ab3982e9,-56,92.46925354003906,1,2026-03-31T10:03:01.211000+00:00,CUSTOM,1774951381211
3,866.9,2127,epc,e28011b0a5050077ab39cec9,-44,-174.3583526611328,1,2026-03-31T10:03:01.232000+00:00,CUSTOM,1774951381232
3,866.9,2128,epc,e28069950000400f97d54251,-59,-47.6821174621582,1,2026-03-31T10:03:01.242000+00:00,CUSTOM,1774951381242
3,866.9,2129,epc,e28069950000400f97d30a51,-59,-38.04132080078125,1,2026-03-31T10:03:01.252000+00:00,CUSTOM,1774951381252
3,866.9,2130,epc,e28011c1a5000062f793cd1c,-62,160.35035705566406,1,2026-03-31T10:03:01.252000+00:00,CUSTOM,1774951381252
3,866.9,2131,epc,e28069950000500f97d30251,-57,-166.5303497314453,1,2026-03-31T10:03:01.262000+00:00,CUSTOM,1774951381262
3,866.9,2132,epc,e28011b0a5050077ab3982f9,-37,142.6233673095703,1,2026-03-31T10:03:01.273000+00:00,CUSTOM,1774951381273
3,866.9,2133,epc,e28011b0a5050077ab398289,-24,-133.6143035888672,1,2026-03-31T10:03:01.273000+00:00,CUSTOM,1774951381273
3,866.9,2134,epc,e28011b0a5050077ab397ac9,-32,-68.122802734375,1,2026-03-31T10:03:01.283000+00:00,CUSTOM,1774951381283
3,866.9,2135,epc,303800000111a1000000001d,-57,-100.57191467285156,1,2026-03-31T10:03:01.293000+00:00,CUSTOM,1774951381293
3,866.9,2136,epc,303800000aaa800000000001,-54,-169.82635498046875,1,2026-03-31T10:03:01.303000+00:00,CUSTOM,1774951381303
4,866.9,2137,epc,ad721205147bd9ba6200001e,-64,44.4300651550293,1,2026-03-31T10:03:01.344000+00:00,CUSTOM,1774951381344
4,866.9,2138,epc,e28069950000400f97d6a643,-61,28.1972713470459,1,2026-03-31T10:03:01.426000+00:00,CUSTOM,1774951381426
4,866.9,2139,epc,e28011b0a5050077ab398239,-59,20.87466049194336,1,2026-03-31T10:03:01.477000+00:00,CUSTOM,1774951381477
1,866.9,2140,epc,e28069950000500f97d83a52,-54,133.79559326171875,1,2026-03-31T10:03:01.497000+00:00,CUSTOM,1774951381497
